2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2
AA,AA,AFYA,AFYA,AFYA,AFYA,SBLK,SBLK
AAON,AAON,AIN,AIN,AIN,AIN,SCSC,SCSC
ABT,ABT,ALGN,ALGN,ALGN,ALGN,SE,SE
ACM,ACM,ALGT,ALGT,ALGT,ALGT,SEE,SEE
ACN,ACN,AMAT,AMAT,AMAT,AMAT,SFIX,SFIX
ACRS,ACRS,AMCR,AMCR,AMCR,AMCR,SGU,SGU
ADT,ADT,AMD,AMD,AMD,AMD,SHOP,SHOP
AEE,AEE,AMGN,AMGN,AMGN,AMGN,SIMO,SIMO
AGCO,AGCO,AMKR,AMKR,AMKR,AMKR,SKX,SKX
AHCO,AHCO,AMN,AMN,AMN,AMN,SKYW,SKYW
AIN,AIN,AMPY,AMPY,AMPY,AMPY,SLGN,SLGN
AJG,AJG,ANET,ANET,ANET,ANET,SLSN,SLSN
ALG,ALG,ANGI,ANGI,ANGI,ANGI,SNY,SNY
ALK,ALK,AOSL,AOSL,AOSL,AOSL,SONY,SONY
ALTG,ALTG,APA,APA,APA,APA,SPB,SPB
AMD,AMD,APLE,APLE,APLE,APLE,SPOK,SPOK
AMGN,AMGN,APT,APT,APT,APT,SPT,SPT
AMN,AMN,ARMK,ARMK,ARMK,ARMK,TBRG,TBRG
AN,AN,ASGN,ASGN,ASGN,ASGN,TCMD,TCMD
ANET,ANET,ATR,ATR,ATR,ATR,TDC,TDC
AON,AON,AVO,AVO,AVO,AVO,TECK,TECK
AOS,AOS,AXL,AXL,AXL,AXL,THO,THO
APD,APD,AXR,AXR,AXR,AXR,TIGO,TIGO
APT,APT,AZN,AZN,AZN,AZN,TPL,TPL
ARKO,ARKO,AZO,AZO,AZO,AZO,TR,TR
ARKR,ARKR,BCO,BCO,BCO,BCO,TRI,TRI
ARMK,ARMK,BEDU,BEDU,BEDU,BEDU,TRMB,TRMB
AROC,AROC,BEEM,BEEM,BEEM,BEEM,TRU,TRU
ASIX,ASIX,BIO,BIO,BIO,BIO,TTC,TTC
ASM,ASM,BIOX,BIOX,BIOX,BIOX,TYL,TYL
ASYS,ASYS,BMY,BMY,BMY,BMY,UCL,UCL
ATEN,ATEN,BORR,BORR,BORR,BORR,UEIC,UEIC
ATUS,ATUS,BOSC,BOSC,BOSC,BOSC,UG,UG
AVGO,AVGO,BRAG,BRAG,BRAG,BRAG,UHS,UHS
AVNW,AVNW,BWA,BWA,BWA,BWA,UI,UI
AVY,AVY,BWEN,BWEN,BWEN,BWEN,UIS,UIS
AZN,AZN,BXC,BXC,BXC,BXC,UNP,UNP
BAND,BAND,CAH,CAH,CAH,CAH,UPWK,UPWK
BBCP,BBCP,CALX,CALX,CALX,CALX,V,V
BDL,BDL,CAR,CAR,CAR,CAR,VC,VC
BEDU,BEDU,CARR,CARR,CARR,CARR,VEON,VEON
BIIB,BIIB,CARS,CARS,CARS,CARS,VIV,VIV
BJRI,BJRI,CCEL,CCEL,CCEL,CCEL,VMD,VMD
BLKB,BLKB,CCI,CCI,CCI,CCI,VRSK,VRSK
BMY,BMY,CCJ,CCJ,CCJ,CCJ,VTR,VTR
BOSC,BOSC,CCL,CCL,CCL,CCL,WAT,WAT
BP,BP,CE,CE,CE,CE,WEC,WEC
BR,BR,CECO,CECO,CECO,CECO,WELL,WELL
BRID,BRID,CENN,CENN,CENN,CENN,WK,WK
BRKR,BRKR,CENT,CENT,CENT,CENT,WLK,WLK
BRN,BRN,CENTA,CENTA,CENTA,CENTA,WLKP,WLKP
BSY,BSY,CF,CF,CF,CF,WPP,WPP
CAMT,CAMT,CHE,CHE,CHE,CHE,WPRT,WPRT
CAR,CAR,CHRW,CHRW,CHRW,CHRW,XPEL,XPEL
CCEL,CCEL,CLH,CLH,CLH,CLH,XPRO,XPRO
CCEP,CCEP,CLMB,CLMB,CLMB,CLMB,YPF,YPF
CCRN,CCRN,CLMT,CLMT,CLMT,CLMT,ZDGE,ZDGE
CDP,CDP,CLOV,CLOV,CLOV,CLOV,ZTS,ZTS
CHE,CHE,CLVT,CLVT,CLVT,CLVT,ZWS,ZWS
CHEF,CHEF,CLX,CLX,CLX,CLX,ABBV,ABBV
CHGG,CHGG,CMC,CMC,CMC,CMC,ABEV,ABEV
CIG,CIG,CNC,CNC,CNC,CNC,ABG,ABG
CLMT,CLMT,CNDT,CNDT,CNDT,CNDT,ACEL,ACEL
CLX,CLX,CNQ,CNQ,CNQ,CNQ,ACHC,ACHC
CMCSA,CMCSA,COE,COE,COE,COE,ADBE,ADBE
CMCT,CMCT,COHU,COHU,COHU,COHU,AEHR,AEHR
CNK,CNK,CORT,CORT,CORT,CORT,AEI,AEI
COHU,COHU,CPAY,CPAY,CPAY,CPAY,AEIS,AEIS
COR,COR,CPRT,CPRT,CPRT,CPRT,AEM,AEM
CORT,CORT,CPRX,CPRX,CPRX,CPRX,AEP,AEP
CQP,CQP,CPS,CPS,CPS,CPS,AER,AER
CRON,CRON,CQP,CQP,CQP,CQP,AIN,AIN
CSCI,CSCI,CRAI,CRAI,CRAI,CRAI,ALAR,ALAR
CSCO,CSCO,CRI,CRI,CRI,CRI,ALG,ALG
CSGP,CSGP,CRON,CRON,CRON,CRON,ALGN,ALGN
CSPI,CSPI,CSCO,CSCO,CSCO,CSCO,ALLT,ALLT
CSX,CSX,CSGS,CSGS,CSGS,CSGS,AMCX,AMCX
CVGW,CVGW,CTLP,CTLP,CTLP,CTLP,AMKR,AMKR
CWEN,CWEN,CTSH,CTSH,CTSH,CTSH,AMS,AMS
DAY,DAY,CUK,CUK,CUK,CUK,APA,APA
DCI,DCI,CVE,CVE,CVE,CVE,APD,APD
DDOG,DDOG,CVS,CVS,CVS,CVS,APG,APG
DHI,DHI,CWST,CWST,CWST,CWST,APLE,APLE
DIT,DIT,D,D,D,D,APTV,APTV
DOW,DOW,DASH,DASH,DASH,DASH,AQN,AQN
ECPG,ECPG,DAVA,DAVA,DAVA,DAVA,ARMK,ARMK
ED,ED,DBX,DBX,DBX,DBX,ARMN,ARMN
EHC,EHC,DCBO,DCBO,DCBO,DCBO,AROC,AROC
ELLO,ELLO,DE,DE,DE,DE,ARW,ARW
EME,EME,DENN,DENN,DENN,DENN,ASGN,ASGN
EPAC,EPAC,DFIN,DFIN,DFIN,DFIN,ASTE,ASTE
EPD,EPD,DHX,DHX,DHX,DHX,AWK,AWK
EQIX,EQIX,DIN,DIN,DIN,DIN,AXR,AXR
EQR,EQR,DINO,DINO,DINO,DINO,AXTI,AXTI
ES,ES,DKL,DKL,DKL,DKL,AZO,AZO
ESS,ESS,DNOW,DNOW,DNOW,DNOW,BAND,BAND
ET,ET,DOX,DOX,DOX,DOX,BBCP,BBCP
ETR,ETR,DRI,DRI,DRI,DRI,BCC,BCC
EVTC,EVTC,ELMD,ELMD,ELMD,ELMD,BDX,BDX
EXC,EXC,ELSE,ELSE,ELSE,ELSE,BE,BE
EXPD,EXPD,EML,EML,EML,EML,BEDU,BEDU
FARM,FARM,EOG,EOG,EOG,EOG,BGSF,BGSF
FI,FI,EPAM,EPAM,EPAM,EPAM,BILL,BILL
FIVN,FIVN,EQIX,EQIX,EQIX,EQIX,BIO,BIO
FND,FND,EQX,EQX,EQX,EQX,BLD,BLD
FNV,FNV,ESEA,ESEA,ESEA,ESEA,BLKB,BLKB
FORTY,FORTY,ESP,ESP,ESP,ESP,BNL,BNL
FTI,FTI,ESS,ESS,ESS,ESS,BORR,BORR
FUN,FUN,ETD,ETD,ETD,ETD,BOSC,BOSC
GDDY,GDDY,ETR,ETR,ETR,ETR,BRY,BRY
GDEV,GDEV,EXAS,EXAS,EXAS,EXAS,BSX,BSX
GFI,GFI,EXC,EXC,EXC,EXC,BWEN,BWEN
GGG,GGG,EXEL,EXEL,EXEL,EXEL,BYD,BYD
GILT,GILT,FC,FC,FC,FC,CALX,CALX
GLNG,GLNG,FELE,FELE,FELE,FELE,CAPS,CAPS
GLOB,GLOB,FERG,FERG,FERG,FERG,CARR,CARR
GM,GM,FIS,FIS,FIS,FIS,CBRL,CBRL
GMAB,GMAB,FIVN,FIVN,FIVN,FIVN,CBT,CBT
GNE,GNE,FLNG,FLNG,FLNG,FLNG,CCI,CCI
GNK,GNK,FLO,FLO,FLO,FLO,CDE,CDE
GPC,GPC,FLXS,FLXS,FLXS,FLXS,CENT,CENT
GPI,GPI,FND,FND,FND,FND,CENTA,CENTA
GRAB,GRAB,FORR,FORR,FORR,FORR,CGNX,CGNX
GSK,GSK,FOUR,FOUR,FOUR,FOUR,CHCI,CHCI
GTES,GTES,FRO,FRO,FRO,FRO,CHE,CHE
GWRS,GWRS,FRT,FRT,FRT,FRT,CHGG,CHGG
GYRE,GYRE,FSLR,FSLR,FSLR,FSLR,CIGI,CIGI
HCKT,HCKT,FSM,FSM,FSM,FSM,CLAR,CLAR
HFFG,HFFG,FSV,FSV,FSV,FSV,CLB,CLB
HLLY,HLLY,FTK,FTK,FTK,FTK,CLBT,CLBT
HNI,HNI,FTNT,FTNT,FTNT,FTNT,CLH,CLH
HOLX,HOLX,FUN,FUN,FUN,FUN,CLVT,CLVT
HOV,HOV,GCI,GCI,GCI,GCI,CLW,CLW
HPE,HPE,GDEN,GDEN,GDEN,GDEN,CMC,CMC
HPK,HPK,GDEV,GDEV,GDEV,GDEV,CMRE,CMRE
HR,HR,GDOT,GDOT,GDOT,GDOT,CMS,CMS
HRB,HRB,GEF,GEF,GEF,GEF,CMT,CMT
HUBS,HUBS,GEL,GEL,GEL,GEL,CNR,CNR
IAG,IAG,GGB,GGB,GGB,GGB,COE,COE
ICHR,ICHR,GGG,GGG,GGG,GGG,COLD,COLD
IDCC,IDCC,GLPG,GLPG,GLPG,GLPG,COLL,COLL
IDR,IDR,GNE,GNE,GNE,GNE,COMM,COMM
IDT,IDT,GNRC,GNRC,GNRC,GNRC,CPA,CPA
INFU,INFU,GPRK,GPRK,GPRK,GPRK,CPRX,CPRX
INVH,INVH,GSAT,GSAT,GSAT,GSAT,CRI,CRI
INVX,INVX,GSK,GSK,GSK,GSK,CSGS,CSGS
IPAR,IPAR,GTLS,GTLS,GTLS,GTLS,CTLP,CTLP
IRDM,IRDM,GWRE,GWRE,GWRE,GWRE,CVI,CVI
IT,IT,HAIN,HAIN,HAIN,HAIN,CWT,CWT
ITRI,ITRI,HBM,HBM,HBM,HBM,CYTK,CYTK
JOYY,JOYY,HCA,HCA,HCA,HCA,D,D
JYNT,JYNT,HCKT,HCKT,HCKT,HCKT,DCTH,DCTH
K,K,HFFG,HFFG,HFFG,HFFG,DDOG,DDOG
KEN,KEN,HLIT,HLIT,HLIT,HLIT,DENN,DENN
KGEI,KGEI,HLLY,HLLY,HLLY,HLLY,DGII,DGII
KN,KN,HMY,HMY,HMY,HMY,DHR,DHR
KO,KO,HOV,HOV,HOV,HOV,DHX,DHX
KT,KT,HRB,HRB,HRB,HRB,DIN,DIN
LAUR,LAUR,HSON,HSON,HSON,HSON,DIOD,DIOD
LCTX,LCTX,HST,HST,HST,HST,DLB,DLB
LCUT,LCUT,HTLD,HTLD,HTLD,HTLD,DMRC,DMRC
LDWY,LDWY,HUBB,HUBB,HUBB,HUBB,DNB,DNB
LECO,LECO,HUBS,HUBS,HUBS,HUBS,DOX,DOX
LEGH,LEGH,HURN,HURN,HURN,HURN,DTE,DTE
LEN,LEN,IAC,IAC,IAC,IAC,EB,EB
LEVI,LEVI,IAG,IAG,IAG,IAG,EBR,EBR
LIN,LIN,IDCC,IDCC,IDCC,IDCC,ECPG,ECPG
LITE,LITE,III,III,III,III,ED,ED
LND,LND,IIIV,IIIV,IIIV,IIIV,EEFT,EEFT
LNN,LNN,ILMN,ILMN,ILMN,ILMN,EFOI,EFOI
LNW,LNW,IMKTA,IMKTA,IMKTA,IMKTA,EHTH,EHTH
LOPE,LOPE,IMXI,IMXI,IMXI,IMXI,EKSO,EKSO
LPRO,LPRO,INCY,INCY,INCY,INCY,ELSE,ELSE
LPX,LPX,INVH,INVH,INVH,INVH,ELVA,ELVA
LWAY,LWAY,IOSP,IOSP,IOSP,IOSP,ENR,ENR
LYTS,LYTS,IP,IP,IP,IP,EOLS,EOLS
MAR,MAR,IPG,IPG,IPG,IPG,EPAM,EPAM
MAYS,MAYS,IQV,IQV,IQV,IQV,EPD,EPD
MCD,MCD,IRDM,IRDM,IRDM,IRDM,EPSN,EPSN
MCS,MCS,J,J,J,J,EQIX,EQIX
MDIA,MDIA,JACK,JACK,JACK,JACK,ES,ES
MDU,MDU,JCTC,JCTC,JCTC,JCTC,ESP,ESP
MED,MED,JNJ,JNJ,JNJ,JNJ,ESS,ESS
MELI,MELI,JOUT,JOUT,JOUT,JOUT,ETD,ETD
MGIC,MGIC,K,K,K,K,EVER,EVER
MHH,MHH,KAR,KAR,KAR,KAR,EW,EW
MHK,MHK,KBH,KBH,KBH,KBH,EXC,EXC
MKTW,MKTW,KE,KE,KE,KE,EXLS,EXLS
MMLP,MMLP,KNOP,KNOP,KNOP,KNOP,F,F
MMS,MMS,KO,KO,KO,KO,FAST,FAST
MNDO,MNDO,KRUS,KRUS,KRUS,KRUS,FBIN,FBIN
MRC,MRC,KRYS,KRYS,KRYS,KRYS,FDX,FDX
MSCI,MSCI,KVHI,KVHI,KVHI,KVHI,FERG,FERG
MSEX,MSEX,LCUT,LCUT,LCUT,LCUT,FLWS,FLWS
MSFT,MSFT,LEGN,LEGN,LEGN,LEGN,FLXS,FLXS
MSGS,MSGS,LEN,LEN,LEN,LEN,FMX,FMX
MSI,MSI,LEVI,LEVI,LEVI,LEVI,FNV,FNV
MTCH,MTCH,LGND,LGND,LGND,LGND,FORR,FORR
MTW,MTW,LIN,LIN,LIN,LIN,FOSL,FOSL
MUSA,MUSA,LNTH,LNTH,LNTH,LNTH,FOUR,FOUR
NATR,NATR,LPX,LPX,LPX,LPX,FROG,FROG
NBR,NBR,LUV,LUV,LUV,LUV,FRT,FRT
NEOG,NEOG,LW,LW,LW,LW,FTK,FTK
NEXA,NEXA,LYB,LYB,LYB,LYB,FVRR,FVRR
NFE,NFE,LYV,LYV,LYV,LYV,GBX,GBX
NFG,NFG,MA,MA,MA,MA,GDEV,GDEV
NGS,NGS,MASI,MASI,MASI,MASI,GDOT,GDOT
NGVT,NGVT,MAT,MAT,MAT,MAT,GDYN,GDYN
NHC,NHC,MATV,MATV,MATV,MATV,GFF,GFF
NOTE,NOTE,MBUU,MBUU,MBUU,MBUU,GFI,GFI
NOV,NOV,MCD,MCD,MCD,MCD,GGG,GGG
NRC,NRC,MCFT,MCFT,MCFT,MCFT,GIC,GIC
NSA,NSA,MDU,MDU,MDU,MDU,GILD,GILD
NSC,NSC,MEC,MEC,MEC,MEC,GNL,GNL
NSIT,NSIT,MGIC,MGIC,MGIC,MGIC,GNTX,GNTX
NSSC,NSSC,MHO,MHO,MHO,MHO,GO,GO
NTST,NTST,MKSI,MKSI,MKSI,MKSI,GPRK,GPRK
NTWK,NTWK,MLI,MLI,MLI,MLI,GRBK,GRBK
NUE,NUE,MLR,MLR,MLR,MLR,GRPN,GRPN
NUS,NUS,MNDO,MNDO,MNDO,MNDO,GSL,GSL
NVS,NVS,MNKD,MNKD,MNKD,MNKD,GSM,GSM
OBE,OBE,MNST,MNST,MNST,MNST,GT,GT
ODP,ODP,MOS,MOS,MOS,MOS,GTE,GTE
OGE,OGE,MPLX,MPLX,MPLX,MPLX,GTES,GTES
OPCH,OPCH,MRK,MRK,MRK,MRK,HAIN,HAIN
OPFI,OPFI,MSGS,MSGS,MSGS,MSGS,HHH,HHH
OR,OR,MSI,MSI,MSI,MSI,HHS,HHS
ORGO,ORGO,MTSI,MTSI,MTSI,MTSI,HLT,HLT
OSW,OSW,MUR,MUR,MUR,MUR,HPE,HPE
OTEX,OTEX,MYPS,MYPS,MYPS,MYPS,HRMY,HRMY
OTIS,OTIS,MYRG,MYRG,MYRG,MYRG,HSIC,HSIC
PAGP,PAGP,MYSZ,MYSZ,MYSZ,MYSZ,HSII,HSII
PBI,PBI,NAII,NAII,NAII,NAII,HSY,HSY
PCH,PCH,NAOV,NAOV,NAOV,NAOV,ICL,ICL
PCTY,PCTY,NBR,NBR,NBR,NBR,ICUI,ICUI
PDM,PDM,NCLH,NCLH,NCLH,NCLH,IDA,IDA
PEG,PEG,NEPH,NEPH,NEPH,NEPH,IIIV,IIIV
PFGC,PFGC,NFG,NFG,NFG,NFG,IMAX,IMAX
PFSI,PFSI,NFLX,NFLX,NFLX,NFLX,IMKTA,IMKTA
PII,PII,NL,NL,NL,NL,IMO,IMO
PINC,PINC,NMM,NMM,NMM,NMM,INDV,INDV
PLNT,PLNT,NRC,NRC,NRC,NRC,INGN,INGN
PLPC,PLPC,NSA,NSA,NSA,NSA,INSE,INSE
PNW,PNW,NTST,NTST,NTST,NTST,INSP,INSP
POST,POST,NUE,NUE,NUE,NUE,INSW,INSW
POWL,POWL,NVRI,NVRI,NVRI,NVRI,INVX,INVX
PPL,PPL,NWE,NWE,NWE,NWE,IOVA,IOVA
PR,PR,OC,OC,OC,OC,IPI,IPI
PRGS,PRGS,ODFL,ODFL,ODFL,ODFL,IQV,IQV
PRKS,PRKS,OI,OI,OI,OI,IR,IR
PRTH,PRTH,OPEN,OPEN,OPEN,OPEN,IRT,IRT
PSA,PSA,OPFI,OPFI,OPFI,OPFI,IRTC,IRTC
PSHG,PSHG,ORA,ORA,ORA,ORA,IVT,IVT
PSO,PSO,OTRK,OTRK,OTRK,OTRK,IZEA,IZEA
PSTL,PSTL,PAM,PAM,PAM,PAM,JAMF,JAMF
PTC,PTC,PARR,PARR,PARR,PARR,JBI,JBI
PZZA,PZZA,PATK,PATK,PATK,PATK,JBL,JBL
QGEN,QGEN,PAYC,PAYC,PAYC,PAYC,JBTM,JBTM
R,R,PEP,PEP,PEP,PEP,JCI,JCI
RAIL,RAIL,PINC,PINC,PINC,PINC,JCTC,JCTC
RAVE,RAVE,PMTS,PMTS,PMTS,PMTS,JJSF,JJSF
RBBN,RBBN,POCI,POCI,POCI,POCI,JKHY,JKHY
RDVT,RDVT,POR,POR,POR,POR,JOYY,JOYY
RDWR,RDWR,POST,POST,POST,POST,KEYS,KEYS
REGN,REGN,PPC,PPC,PPC,PPC,KRO,KRO
RICK,RICK,PRO,PRO,PRO,PRO,KRYS,KRYS
RMBS,RMBS,PSO,PSO,PSO,PSO,KT,KT
RMD,RMD,PTEN,PTEN,PTEN,PTEN,LCUT,LCUT
RMR,RMR,PUMP,PUMP,PUMP,PUMP,LEGH,LEGH
ROL,ROL,PWR,PWR,PWR,PWR,LFVN,LFVN
RVP,RVP,QVCGA,QVCGA,QVCGA,QVCGA,LIND,LIND
RYAM,RYAM,QVCGB,QVCGB,QVCGB,QVCGB,LNN,LNN
SAP,SAP,RAVE,RAVE,RAVE,RAVE,LOMA,LOMA
SB,SB,RES,RES,RES,RES,LTRX,LTRX
SCCO,SCCO,REZI,REZI,REZI,REZI,LUV,LUV
SD,SD,RRC,RRC,RRC,RRC,LVS,LVS
SGA,SGA,RRR,RRR,RRR,RRR,LYTS,LYTS
SGU,SGU,SAIA,SAIA,SAIA,SAIA,MA,MA
SILC,SILC,SANG,SANG,SANG,SANG,MANH,MANH
SIMO,SIMO,SE,SE,SE,SE,MATV,MATV
SMLR,SMLR,SEE,SEE,SEE,SEE,MCFT,MCFT
SNCR,SNCR,SEI,SEI,SEI,SEI,MDU,MDU
SNX,SNX,SGA,SGA,SGA,SGA,MDXG,MDXG
SNY,SNY,SGI,SGI,SGI,SGI,MELI,MELI
SONY,SONY,SGU,SGU,SGU,SGU,MERC,MERC
SPG,SPG,SHC,SHC,SHC,SHC,MESA,MESA
SPNS,SPNS,SHOT,SHOT,SHOT,SHOT,METC,METC
SPOK,SPOK,SILC,SILC,SILC,SILC,MGPI,MGPI
SPTN,SPTN,SMC,SMC,SMC,SMC,MGY,MGY
SQNS,SQNS,SMID,SMID,SMID,SMID,MLKN,MLKN
SSNC,SSNC,SMLR,SMLR,SMLR,SMLR,MNST,MNST
STKS,STKS,SNAP,SNAP,SNAP,SNAP,MOH,MOH
STN,STN,SPCB,SPCB,SPCB,SPCB,MSI,MSI
STNE,STNE,SPGI,SPGI,SPGI,SPGI,MT,MT
STRT,STRT,SPHR,SPHR,SPHR,SPHR,MTA,MTA
SXT,SXT,SPTN,SPTN,SPTN,SPTN,MTCH,MTCH
SYY,SYY,SPXC,SPXC,SPXC,SPXC,MTN,MTN
TAP,TAP,SRDX,SRDX,SRDX,SRDX,MVST,MVST
TBRG,TBRG,SSNC,SSNC,SSNC,SSNC,MYSZ,MYSZ
TDW,TDW,SSRM,SSRM,SSRM,SSRM,NBR,NBR
TGS,TGS,STLA,STLA,STLA,STLA,NC,NC
THC,THC,STNG,STNG,STNG,STNG,NEOG,NEOG
TMO,TMO,STRR,STRR,STRR,STRR,NGVT,NGVT
TNET,TNET,SU,SU,SU,SU,NI,NI
TPB,TPB,SUPN,SUPN,SUPN,SUPN,NMM,NMM
TRGP,TRGP,SURG,SURG,SURG,SURG,NPKI,NPKI
TRI,TRI,SUZ,SUZ,SUZ,SUZ,NSIT,NSIT
TROX,TROX,SXT,SXT,SXT,SXT,NTGR,NTGR
TS,TS,TENB,TENB,TENB,TENB,NVR,NVR
TSSI,TSSI,TMO,TMO,TMO,TMO,NVS,NVS
TUSK,TUSK,TNL,TNL,TNL,TNL,NWE,NWE
TWIN,TWIN,TPL,TPL,TPL,TPL,NXPI,NXPI
TX,TX,TREE,TREE,TREE,TREE,ODC,ODC
UCL,UCL,TRIP,TRIP,TRIP,TRIP,OFIX,OFIX
UHS,UHS,TRMD,TRMD,TRMD,TRMD,OIS,OIS
UIS,UIS,TRN,TRN,TRN,TRN,OLED,OLED
UNF,UNF,TRP,TRP,TRP,TRP,OMEX,OMEX
UONE,UONE,TRUE,TRUE,TRUE,TRUE,ON,ON
UONEK,UONEK,TRX,TRX,TRX,TRX,OPRA,OPRA
UPS,UPS,TSCO,TSCO,TSCO,TSCO,OTIS,OTIS
USAS,USAS,TSM,TSM,TSM,TSM,OVV,OVV
USLM,USLM,TU,TU,TU,TU,PAGP,PAGP
USNA,USNA,TWIN,TWIN,TWIN,TWIN,PAHC,PAHC
UTMD,UTMD,TWLO,TWLO,TWLO,TWLO,PAYC,PAYC
VATE,VATE,TXRH,TXRH,TXRH,TXRH,PBA,PBA
VCYT,VCYT,UFPI,UFPI,UFPI,UFPI,PBI,PBI
VMC,VMC,UIS,UIS,UIS,UIS,PCH,PCH
VMD,VMD,UNH,UNH,UNH,UNH,PDEX,PDEX
VNT,VNT,UNP,UNP,UNP,UNP,PEGA,PEGA
VOXR,VOXR,UONE,UONE,UONE,UONE,PEN,PEN
VRSN,VRSN,UONEK,UONEK,UONEK,UONEK,PENG,PENG
VTOL,VTOL,USEG,USEG,USEG,USEG,PFGC,PFGC
VYX,VYX,USNA,USNA,USNA,USNA,PHI,PHI
WD,WD,UTHR,UTHR,UTHR,UTHR,PI,PI
WELL,WELL,UTI,UTI,UTI,UTI,PINC,PINC
WERN,WERN,UTMD,UTMD,UTMD,UTMD,PINS,PINS
WINA,WINA,UUUU,UUUU,UUUU,UUUU,PLAB,PLAB
WING,WING,VALE,VALE,VALE,VALE,PMTS,PMTS
WK,WK,VCYT,VCYT,VCYT,VCYT,PPL,PPL
WKC,WKC,VEON,VEON,VEON,VEON,PPSI,PPSI
WLKP,WLKP,VFF,VFF,VFF,VFF,PRKS,PRKS
WOW,WOW,VLO,VLO,VLO,VLO,PSIX,PSIX
WPM,WPM,VMD,VMD,VMD,VMD,PSO,PSO
WPP,WPP,VMI,VMI,VMI,VMI,RAIL,RAIL
WSO,WSO,VNDA,VNDA,VNDA,VNDA,RBBN,RBBN
WST,WST,VNT,VNT,VNT,VNT,REAL,REAL
WTTR,WTTR,VREX,VREX,VREX,VREX,REXR,REXR
XYL,XYL,VTOL,VTOL,VTOL,VTOL,RGCO,RGCO
YETI,YETI,VVV,VVV,VVV,VVV,RGEN,RGEN
YORW,YORW,W,W,W,W,RGP,RGP
YUM,YUM,WCC,WCC,WCC,WCC,RICK,RICK
ZD,ZD,WCN,WCN,WCN,WCN,RIG,RIG
ZWS,ZWS,WEX,WEX,WEX,WEX,RNG,RNG
AAP,AAP,WINA,WINA,WINA,WINA,ROAD,ROAD
ABCL,ABCL,WLKP,WLKP,WLKP,WLKP,RPAY,RPAY
ABEV,ABEV,WM,WM,WM,WM,RUSHA,RUSHA
ABL,ABL,WMG,WMG,WMG,WMG,RUSHB,RUSHB
ACCS,ACCS,WMK,WMK,WMK,WMK,RYN,RYN
ACNT,ACNT,WTS,WTS,WTS,WTS,SABR,SABR
ADNT,ADNT,WU,WU,WU,WU,SAP,SAP
ADP,ADP,WY,WY,WY,WY,SATS,SATS
AEM,AEM,XOM,XOM,XOM,XOM,SBH,SBH
AKAM,AKAM,XPEL,XPEL,XPEL,XPEL,SCHL,SCHL
ALC,ALC,YORW,YORW,YORW,YORW,SCL,SCL
ALGT,ALGT,ZS,ZS,ZS,ZS,SCOR,SCOR
ALKS,ALKS,ACM,ACM,ACM,ACM,SDOT,SDOT
AM,AM,ACNT,ACNT,ACNT,ACNT,SGA,SGA
AMCX,AMCX,ADV,ADV,ADV,ADV,SGHC,SGHC
ANIK,ANIK,AEE,AEE,AEE,AEE,SGI,SGI
APG,APG,AEIS,AEIS,AEIS,AEIS,SHAK,SHAK
APPF,APPF,AES,AES,AES,AES,SHC,SHC
AQN,AQN,ALTG,ALTG,ALTG,ALTG,SIRI,SIRI
ARLO,ARLO,ALTO,ALTO,ALTO,ALTO,SLP,SLP
ARTW,ARTW,AMC,AMC,AMC,AMC,SMG,SMG
ARW,ARW,AMPH,AMPH,AMPH,AMPH,SNAP,SNAP
ASTH,ASTH,AMRX,AMRX,AMRX,AMRX,SNX,SNX
AU,AU,AMS,AMS,AMS,AMS,SPCB,SPCB
AXSM,AXSM,AMTX,AMTX,AMTX,AMTX,SPSC,SPSC
AZO,AZO,ANGO,ANGO,ANGO,ANGO,SR,SR
BBU,BBU,AON,AON,AON,AON,SRI,SRI
BCPC,BCPC,APD,APD,APD,APD,SRPT,SRPT
BDX,BDX,APEI,APEI,APEI,APEI,SRTS,SRTS
BEP,BEP,APPN,APPN,APPN,APPN,STR,STR
BGSF,BGSF,AQN,AQN,AQN,AQN,STX,STX
BIO,BIO,AR,AR,AR,AR,SU,SU
BIOX,BIOX,ARCB,ARCB,ARCB,ARCB,SWX,SWX
BIP,BIP,ARTNA,ARTNA,ARTNA,ARTNA,SYY,SYY
BKR,BKR,ARTW,ARTW,ARTW,ARTW,T,T
BLIN,BLIN,ASC,ASC,ASC,ASC,TDS,TDS
BLMN,BLMN,ASH,ASH,ASH,ASH,TEO,TEO
BMRA,BMRA,ASM,ASM,ASM,ASM,TGLS,TGLS
BNED,BNED,ASTH,ASTH,ASTH,ASTH,THC,THC
BNL,BNL,ATKR,ATKR,ATKR,ATKR,THRM,THRM
BNTX,BNTX,AVB,AVB,AVB,AVB,THRY,THRY
BRAG,BRAG,AVNS,AVNS,AVNS,AVNS,TISI,TISI
BRBR,BRBR,AVTR,AVTR,AVTR,AVTR,TLRY,TLRY
BRO,BRO,AWX,AWX,AWX,AWX,TMDX,TMDX
BRT,BRT,AXSM,AXSM,AXSM,AXSM,TNC,TNC
BSET,BSET,BATL,BATL,BATL,BATL,TNDM,TNDM
BTG,BTG,BCC,BCC,BCC,BCC,TNK,TNK
CACC,CACC,BGS,BGS,BGS,BGS,TPR,TPR
CALX,CALX,BGSF,BGSF,BGSF,BGSF,TREE,TREE
CARR,CARR,BILL,BILL,BILL,BILL,TRIP,TRIP
